Body Fat Percentage,Gender,Age,Weight,Height,BMI,Neck,Chest,Abdomen,Hip,Thigh,Knee,Ankle,Biceps,Forearm,Wrist,Workout Type,Workout Frequency,Session Duration,Calories Burned,Calories Burned Per Hour
45.66,F,51,90.82,1.66,32.78,,,,,,,,,,,,,,,
15.56,M,26,69.15,1.79,21.49,,,,,,,,,,,,,,,
25.14,M,53,77.52,1.79,24.29,,,,,,,,,,,,,,,
8.67,M,36,51.66,1.93,13.82,,,,,,,,,,,,,,,
33.34,M,57,96.37,1.78,30.36,,,,,,,,,,,,,,,
25.11,M,24,90.27,1.74,29.82,,,,,,,,,,,,,,,
45.49,F,63,82.00,1.64,30.33,,,,,,,,,,,,,,,
32.09,M,65,108.49,1.98,27.79,,,,,,,,,,,,,,,
42.94,F,64,87.44,1.77,28.02,,,,,,,,,,,,,,,
9.04,M,24,60.68,1.92,16.43,,,,,,,,,,,,,,,
15.68,M,24,77.40,1.88,21.97,,,,,,,,,,,,,,,
30.01,M,65,88.42,1.84,26.05,,,,,,,,,,,,,,,
45.37,F,60,97.66,1.78,30.81,,,,,,,,,,,,,,,
17.90,M,34,70.61,1.80,21.90,,,,,,,,,,,,,,,
28.37,F,52,56.66,1.77,18.18,,,,,,,,,,,,,,,
26.76,F,43,52.09,1.68,18.56,,,,,,,,,,,,,,,
29.42,M,36,96.76,1.76,31.11,,,,,,,,,,,,,,,
46.89,F,50,76.63,1.50,33.99,,,,,,,,,,,,,,,
42.17,F,60,80.93,1.70,28.14,,,,,,,,,,,,,,,
42.95,F,37,101.15,1.75,33.20,,,,,,,,,,,,,,,
28.08,F,19,75.25,1.76,24.26,,,,,,,,,,,,,,,
39.27,F,23,89.14,1.65,32.81,,,,,,,,,,,,,,,
18.61,M,27,90.25,1.95,23.83,,,,,,,,,,,,,,,
41.83,F,55,75.35,1.62,28.82,,,,,,,,,,,,,,,
30.83,M,35,103.83,1.79,32.48,,,,,,,,,,,,,,,
32.15,M,56,94.15,1.78,29.56,,,,,,,,,,,,,,,
46.78,F,45,101.38,1.71,34.86,,,,,,,,,,,,,,,
11.65,M,36,56.28,1.86,16.31,,,,,,,,,,,,,,,
39.77,F,50,62.54,1.49,28.06,,,,,,,,,,,,,,,
25.73,M,18,105.19,1.83,31.49,,,,,,,,,,,,,,,
21.10,M,49,63.64,1.71,21.70,,,,,,,,,,,,,,,
47.53,F,60,106.46,1.81,32.61,,,,,,,,,,,,,,,
41.02,F,33,86.80,1.64,32.36,,,,,,,,,,,,,,,
33.46,F,40,72.92,1.72,24.72,,,,,,,,,,,,,,,
33.53,F,48,51.33,1.49,23.24,,,,,,,,,,,,,,,
22.80,M,65,58.70,1.71,20.04,,,,,,,,,,,,,,,
23.58,M,24,105.18,1.92,28.55,,,,,,,,,,,,,,,
30.23,F,35,60.53,1.62,22.98,,,,,,,,,,,,,,,
16.89,M,23,80.06,1.86,23.17,,,,,,,,,,,,,,,
27.94,F,33,60.36,1.68,21.46,,,,,,,,,,,,,,,
17.58,M,59,65.90,1.98,16.85,,,,,,,,,,,,,,,
47.67,F,54,79.06,1.53,33.87,,,,,,,,,,,,,,,
18.42,M,46,68.30,1.85,20.03,,,,,,,,,,,,,,,
48.24,F,61,107.96,1.81,33.01,,,,,,,,,,,,,,,
22.32,M,23,95.67,1.86,27.69,,,,,,,,,,,,,,,
28.10,M,60,97.37,1.96,25.41,,,,,,,,,,,,,,,
40.38,F,27,108.81,1.82,32.97,,,,,,,,,,,,,,,
20.07,M,40,79.32,1.88,22.56,,,,,,,,,,,,,,,
43.58,F,45,100.30,1.77,32.19,,,,,,,,,,,,,,,
25.64,M,33,98.64,1.86,28.54,,,,,,,,,,,,,,,
14.80,M,29,59.87,1.72,20.27,,,,,,,,,,,,,,,
42.33,F,48,92.77,1.74,30.58,,,,,,,,,,,,,,,
12.02,M,18,64.05,1.79,20.07,,,,,,,,,,,,,,,
16.89,M,22,86.88,1.93,23.36,,,,,,,,,,,,,,,
26.56,F,27,70.91,1.82,21.46,,,,,,,,,,,,,,,
42.05,F,54,90.80,1.76,29.19,,,,,,,,,,,,,,,
26.77,M,19,99.19,1.76,32.16,,,,,,,,,,,,,,,
29.07,M,63,74.42,1.70,25.65,,,,,,,,,,,,,,,
43.43,F,30,109.38,1.77,34.94,,,,,,,,,,,,,,,
48.35,F,53,107.83,1.76,34.64,,,,,,,,,,,,,,,
17.40,M,34,75.81,1.88,21.48,,,,,,,,,,,,,,,
28.76,M,21,105.82,1.78,33.44,,,,,,,,,,,,,,,
23.51,M,23,106.82,1.93,28.68,,,,,,,,,,,,,,,
10.66,M,43,54.15,1.96,14.14,,,,,,,,,,,,,,,
29.04,M,65,93.00,1.92,25.24,,,,,,,,,,,,,,,
42.95,F,31,103.23,1.73,34.35,,,,,,,,,,,,,,,
17.29,M,29,76.53,1.85,22.35,,,,,,,,,,,,,,,
27.12,M,30,97.15,1.79,30.35,,,,,,,,,,,,,,,
14.45,M,28,74.11,1.92,20.17,,,,,,,,,,,,,,,
50.35,F,62,98.62,1.69,34.57,,,,,,,,,,,,,,,
29.96,F,21,79.39,1.77,25.44,,,,,,,,,,,,,,,
38.69,F,27,77.08,1.56,31.57,,,,,,,,,,,,,,,
35.36,F,46,68.18,1.65,25.15,,,,,,,,,,,,,,,
23.86,M,60,67.59,1.76,21.88,,,,,,,,,,,,,,,
49.06,F,58,101.69,1.72,34.26,,,,,,,,,,,,,,,
48.27,F,52,98.93,1.69,34.76,,,,,,,,,,,,,,,
46.96,F,62,68.52,1.47,31.75,,,,,,,,,,,,,,,
12.96,M,45,60.86,1.97,15.67,,,,,,,,,,,,,,,
25.56,M,48,97.27,1.95,25.60,,,,,,,,,,,,,,,
29.85,M,49,95.82,1.82,28.99,,,,,,,,,,,,,,,
29.59,F,21,69.31,1.66,25.14,,,,,,,,,,,,,,,
14.35,M,31,73.77,1.94,19.51,,,,,,,,,,,,,,,
45.98,F,56,94.13,1.71,32.09,,,,,,,,,,,,,,,
29.98,M,47,104.14,1.88,29.48,,,,,,,,,,,,,,,
41.00,F,40,80.98,1.62,31.00,,,,,,,,,,,,,,,
26.47,F,46,55.76,1.77,17.74,,,,,,,,,,,,,,,
41.31,F,51,67.39,1.52,29.15,,,,,,,,,,,,,,,
29.79,F,48,59.13,1.71,20.12,,,,,,,,,,,,,,,
26.34,F,23,72.05,1.81,22.04,,,,,,,,,,,,,,,
49.63,F,62,73.46,1.47,33.98,,,,,,,,,,,,,,,
25.23,M,33,96.49,1.85,28.20,,,,,,,,,,,,,,,
23.41,M,33,96.99,1.91,26.68,,,,,,,,,,,,,,,
43.11,F,29,109.74,1.77,34.87,,,,,,,,,,,,,,,
40.29,F,25,96.83,1.71,33.28,,,,,,,,,,,,,,,
32.32,F,41,53.54,1.51,23.58,,,,,,,,,,,,,,,
34.04,M,57,105.49,1.85,30.94,,,,,,,,,,,,,,,
34.82,M,58,93.65,1.73,31.40,,,,,,,,,,,,,,,
19.64,M,60,57.30,1.77,18.36,,,,,,,,,,,,,,,
46.05,F,61,92.27,1.72,31.18,,,,,,,,,,,,,,,
29.35,M,63,78.05,1.74,25.89,,,,,,,,,,,,,,,
26.31,F,52,50.88,1.76,16.46,,,,,,,,,,,,,,,
42.62,F,63,88.29,1.78,27.94,,,,,,,,,,,,,,,
10.00,M,28,57.48,1.87,16.47,,,,,,,,,,,,,,,
31.64,M,57,107.46,1.93,28.94,,,,,,,,,,,,,,,
12.97,M,34,59.84,1.83,17.79,,,,,,,,,,,,,,,
34.22,M,61,93.04,1.75,30.33,,,,,,,,,,,,,,,
24.87,M,48,83.71,1.83,25.02,,,,,,,,,,,,,,,
44.70,F,56,89.67,1.70,31.02,,,,,,,,,,,,,,,
27.29,M,35,101.30,1.85,29.53,,,,,,,,,,,,,,,
29.41,F,42,59.03,1.68,20.96,,,,,,,,,,,,,,,
37.67,F,57,79.92,1.79,24.96,,,,,,,,,,,,,,,
19.44,M,65,56.11,1.80,17.24,,,,,,,,,,,,,,,
43.47,F,46,91.42,1.69,31.91,,,,,,,,,,,,,,,
12.94,M,25,59.56,1.75,19.49,,,,,,,,,,,,,,,
37.75,F,48,74.87,1.67,26.76,,,,,,,,,,,,,,,
31.76,F,63,59.91,1.78,18.89,,,,,,,,,,,,,,,
28.21,F,50,50.44,1.65,18.42,,,,,,,,,,,,,,,
7.00,M,23,51.57,1.86,14.93,,,,,,,,,,,,,,,
44.26,F,41,100.88,1.73,33.52,,,,,,,,,,,,,,,
49.23,F,55,80.72,1.52,34.99,,,,,,,,,,,,,,,
11.25,M,23,64.20,1.86,18.47,,,,,,,,,,,,,,,
9.34,M,28,53.98,1.84,15.92,,,,,,,,,,,,,,,
28.85,M,38,108.70,1.90,30.26,,,,,,,,,,,,,,,
14.38,M,36,61.95,1.83,18.58,,,,,,,,,,,,,,,
40.63,F,50,92.43,1.79,28.77,,,,,,,,,,,,,,,
42.54,F,51,100.81,1.83,30.17,,,,,,,,,,,,,,,
19.37,M,24,73.96,1.72,25.04,,,,,,,,,,,,,,,
30.17,F,30,62.38,1.62,23.89,,,,,,,,,,,,,,,
48.86,F,60,108.57,1.79,33.72,,,,,,,,,,,,,,,
28.70,F,20,74.00,1.73,24.58,,,,,,,,,,,,,,,
27.44,M,37,108.36,1.92,29.27,,,,,,,,,,,,,,,
48.04,F,60,82.90,1.58,33.03,,,,,,,,,,,,,,,
38.95,F,20,66.23,1.41,33.12,,,,,,,,,,,,,,,
26.15,M,58,91.55,1.95,24.18,,,,,,,,,,,,,,,
48.12,F,64,82.46,1.60,32.33,,,,,,,,,,,,,,,
34.36,F,45,70.29,1.69,24.51,,,,,,,,,,,,,,,
27.42,M,59,79.99,1.79,25.04,,,,,,,,,,,,,,,
38.53,F,23,99.67,1.76,32.20,,,,,,,,,,,,,,,
36.72,F,19,94.09,1.73,31.45,,,,,,,,,,,,,,,
7.50,M,26,51.30,1.86,14.77,,,,,,,,,,,,,,,
32.09,M,40,104.62,1.79,32.58,,,,,,,,,,,,,,,
32.78,F,31,62.48,1.55,25.87,,,,,,,,,,,,,,,
45.31,F,41,109.49,1.78,34.40,,,,,,,,,,,,,,,
39.23,F,60,79.62,1.76,25.69,,,,,,,,,,,,,,,
12.02,M,41,53.33,1.85,15.66,,,,,,,,,,,,,,,
20.84,M,23,78.25,1.72,26.46,,,,,,,,,,,,,,,
43.91,F,58,85.60,1.69,29.97,,,,,,,,,,,,,,,
20.78,M,51,69.40,1.82,21.04,,,,,,,,,,,,,,,
24.42,M,32,101.96,1.92,27.72,,,,,,,,,,,,,,,
26.29,F,23,54.82,1.58,22.00,,,,,,,,,,,,,,,
32.05,M,59,87.87,1.74,28.90,,,,,,,,,,,,,,,
13.55,M,44,60.49,1.92,16.36,,,,,,,,,,,,,,,
22.34,M,28,83.38,1.77,26.75,,,,,,,,,,,,,,,
45.88,F,53,108.82,1.83,32.57,,,,,,,,,,,,,,,
31.98,F,33,77.28,1.76,24.82,,,,,,,,,,,,,,,
32.47,M,49,90.98,1.71,31.17,,,,,,,,,,,,,,,
39.56,F,25,86.53,1.63,32.67,,,,,,,,,,,,,,,
18.54,M,22,84.65,1.85,24.74,,,,,,,,,,,,,,,
30.04,M,58,86.41,1.78,27.41,,,,,,,,,,,,,,,
40.81,F,25,103.46,1.75,33.71,,,,,,,,,,,,,,,
38.38,F,34,91.87,1.75,29.96,,,,,,,,,,,,,,,
35.93,F,44,86.99,1.83,26.00,,,,,,,,,,,,,,,
23.75,M,40,88.28,1.86,25.62,,,,,,,,,,,,,,,
38.67,F,32,91.65,1.73,30.59,,,,,,,,,,,,,,,
43.37,F,32,107.92,1.77,34.51,,,,,,,,,,,,,,,
31.38,M,51,105.33,1.88,29.87,,,,,,,,,,,,,,,
19.28,M,53,73.87,1.95,19.41,,,,,,,,,,,,,,,
29.77,F,41,64.27,1.73,21.45,,,,,,,,,,,,,,,
8.95,M,20,59.85,1.87,17.13,,,,,,,,,,,,,,,
8.23,M,36,51.54,1.96,13.46,,,,,,,,,,,,,,,
39.85,F,53,81.80,1.72,27.55,,,,,,,,,,,,,,,
31.43,F,20,59.14,1.48,26.86,,,,,,,,,,,,,,,
6.62,M,22,57.77,1.98,14.80,,,,,,,,,,,,,,,
28.62,M,20,102.20,1.75,33.52,,,,,,,,,,,,,,,
28.85,M,50,90.58,1.80,27.96,,,,,,,,,,,,,,,
15.68,M,45,57.16,1.78,17.94,,,,,,,,,,,,,,,
33.42,F,36,81.41,1.79,25.45,,,,,,,,,,,,,,,
22.74,M,45,90.35,1.95,23.82,,,,,,,,,,,,,,,
25.51,M,32,98.52,1.86,28.63,,,,,,,,,,,,,,,
23.08,M,52,87.53,1.96,22.77,,,,,,,,,,,,,,,
21.75,M,36,82.76,1.83,24.72,,,,,,,,,,,,,,,
35.43,F,28,90.11,1.77,28.66,,,,,,,,,,,,,,,
36.12,M,49,109.76,1.79,34.21,,,,,,,,,,,,,,,
42.92,F,37,65.94,1.41,33.18,,,,,,,,,,,,,,,
13.99,M,32,59.71,1.77,19.03,,,,,,,,,,,,,,,
42.80,F,45,77.62,1.57,31.54,,,,,,,,,,,,,,,
23.83,M,24,98.04,1.85,28.76,,,,,,,,,,,,,,,
45.22,F,43,98.35,1.70,33.94,,,,,,,,,,,,,,,
17.34,M,53,68.74,1.97,17.79,,,,,,,,,,,,,,,
44.13,F,46,93.34,1.70,32.46,,,,,,,,,,,,,,,
27.55,M,47,105.46,1.96,27.45,,,,,,,,,,,,,,,
29.17,M,18,102.57,1.73,34.36,,,,,,,,,,,,,,,
44.32,F,62,98.73,1.83,29.55,,,,,,,,,,,,,,,
41.79,F,59,79.85,1.69,28.02,,,,,,,,,,,,,,,
41.00,F,39,72.41,1.52,31.19,,,,,,,,,,,,,,,
19.07,M,25,74.10,1.74,24.60,,,,,,,,,,,,,,,
23.54,M,25,103.72,1.91,28.33,,,,,,,,,,,,,,,
41.04,F,28,108.32,1.80,33.33,,,,,,,,,,,,,,,
20.01,M,19,88.96,1.83,26.54,,,,,,,,,,,,,,,
23.72,F,27,51.41,1.64,19.10,,,,,,,,,,,,,,,
42.63,F,44,99.47,1.77,31.59,,,,,,,,,,,,,,,
13.47,M,18,67.26,1.78,21.28,,,,,,,,,,,,,,,
24.94,M,56,86.98,1.92,23.55,,,,,,,,,,,,,,,
24.54,M,22,96.42,1.80,29.73,,,,,,,,,,,,,,,
42.45,F,47,91.67,1.72,30.87,,,,,,,,,,,,,,,
38.17,F,51,81.16,1.75,26.54,,,,,,,,,,,,,,,
21.21,M,65,69.23,1.92,18.71,,,,,,,,,,,,,,,
17.14,M,40,67.65,1.83,20.12,,,,,,,,,,,,,,,
36.66,F,52,83.39,1.82,25.08,,,,,,,,,,,,,,,
27.05,M,47,97.98,1.90,27.03,,,,,,,,,,,,,,,
23.48,M,46,91.35,1.94,24.25,,,,,,,,,,,,,,,
14.99,M,30,66.48,1.81,20.24,,,,,,,,,,,,,,,
27.25,M,49,100.80,1.94,26.81,,,,,,,,,,,,,,,
20.93,M,40,73.97,1.78,23.27,,,,,,,,,,,,,,,
35.42,F,37,73.27,1.65,26.93,,,,,,,,,,,,,,,
28.49,F,34,61.98,1.69,21.73,,,,,,,,,,,,,,,
5.98,M,26,50.32,1.93,13.50,,,,,,,,,,,,,,,
11.03,M,23,57.97,1.78,18.29,,,,,,,,,,,,,,,
36.75,F,57,59.32,1.57,24.20,,,,,,,,,,,,,,,
34.06,F,35,85.67,1.81,26.18,,,,,,,,,,,,,,,
28.07,M,61,78.54,1.77,25.20,,,,,,,,,,,,,,,
20.61,M,51,61.16,1.71,20.90,,,,,,,,,,,,,,,
35.40,M,57,109.72,1.85,32.07,,,,,,,,,,,,,,,
28.62,F,20,76.06,1.76,24.52,,,,,,,,,,,,,,,
26.25,M,62,82.90,1.88,23.49,,,,,,,,,,,,,,,
24.79,F,48,50.28,1.77,15.96,,,,,,,,,,,,,,,
40.96,F,64,68.02,1.61,26.37,,,,,,,,,,,,,,,
37.26,F,30,57.94,1.39,29.80,,,,,,,,,,,,,,,
43.06,F,47,97.11,1.76,31.37,,,,,,,,,,,,,,,
41.95,F,62,67.66,1.57,27.57,,,,,,,,,,,,,,,
23.86,M,49,70.76,1.72,24.00,,,,,,,,,,,,,,,
33.66,F,48,60.34,1.61,23.35,,,,,,,,,,,,,,,
46.33,F,58,105.04,1.81,31.99,,,,,,,,,,,,,,,
17.34,M,18,78.38,1.79,24.50,,,,,,,,,,,,,,,
48.55,F,59,105.16,1.77,33.65,,,,,,,,,,,,,,,
26.79,M,22,100.36,1.78,31.61,,,,,,,,,,,,,,,
50.11,F,61,109.44,1.78,34.56,,,,,,,,,,,,,,,
33.24,M,53,91.98,1.72,31.04,,,,,,,,,,,,,,,
44.70,F,48,101.16,1.76,32.55,,,,,,,,,,,,,,,
16.25,M,37,58.10,1.71,19.95,,,,,,,,,,,,,,,
22.23,M,57,78.05,1.92,21.10,,,,,,,,,,,,,,,
24.58,M,22,105.35,1.88,29.76,,,,,,,,,,,,,,,
15.26,M,23,77.79,1.89,21.80,,,,,,,,,,,,,,,
36.72,M,65,95.74,1.74,31.64,,,,,,,,,,,,,,,
43.92,F,56,73.37,1.55,30.37,,,,,,,,,,,,,,,
39.46,F,56,73.98,1.67,26.65,,,,,,,,,,,,,,,
16.17,M,45,67.49,1.92,18.35,,,,,,,,,,,,,,,
24.34,F,41,54.91,1.80,16.92,,,,,,,,,,,,,,,
28.36,M,38,97.67,1.81,29.85,,,,,,,,,,,,,,,
38.02,F,26,87.48,1.67,31.20,,,,,,,,,,,,,,,
46.89,F,60,95.98,1.73,32.07,,,,,,,,,,,,,,,
15.09,M,36,69.59,1.91,19.17,,,,,,,,,,,,,,,
42.85,F,38,102.39,1.76,32.92,,,,,,,,,,,,,,,
27.71,M,65,90.88,1.94,24.14,,,,,,,,,,,,,,,
39.24,F,43,92.90,1.79,28.95,,,,,,,,,,,,,,,
46.24,F,52,101.17,1.75,33.07,,,,,,,,,,,,,,,
46.41,F,61,100.46,1.79,31.49,,,,,,,,,,,,,,,
33.43,M,40,98.07,1.71,33.69,,,,,,,,,,,,,,,
32.52,M,59,89.64,1.75,29.29,,,,,,,,,,,,,,,
38.48,F,65,70.94,1.72,24.11,,,,,,,,,,,,,,,
34.47,F,31,77.17,1.68,27.28,,,,,,,,,,,,,,,
31.86,M,61,87.86,1.76,28.36,,,,,,,,,,,,,,,
33.09,F,25,57.20,1.45,27.28,,,,,,,,,,,,,,,
22.92,F,20,53.31,1.64,19.77,,,,,,,,,,,,,,,
25.98,M,39,101.71,1.92,27.67,,,,,,,,,,,,,,,
9.56,M,20,57.80,1.81,17.63,,,,,,,,,,,,,,,
20.80,M,46,71.82,1.81,22.02,,,,,,,,,,,,,,,
34.86,M,65,102.59,1.85,30.09,,,,,,,,,,,,,,,
43.30,F,64,83.65,1.72,28.32,,,,,,,,,,,,,,,
11.12,M,23,59.32,1.80,18.36,,,,,,,,,,,,,,,
33.62,F,25,79.88,1.70,27.72,,,,,,,,,,,,,,,
19.59,M,38,81.89,1.91,22.55,,,,,,,,,,,,,,,
24.02,F,22,56.57,1.67,20.30,,,,,,,,,,,,,,,
45.19,F,41,77.37,1.50,34.30,,,,,,,,,,,,,,,
37.88,F,25,78.56,1.58,31.27,,,,,,,,,,,,,,,
30.64,F,40,59.82,1.64,22.36,,,,,,,,,,,,,,,
14.54,M,61,50.61,1.91,13.92,,,,,,,,,,,,,,,
23.14,F,28,58.82,1.79,18.42,,,,,,,,,,,,,,,
40.80,F,56,91.82,1.82,27.77,,,,,,,,,,,,,,,
37.57,F,34,62.37,1.46,29.29,,,,,,,,,,,,,,,
31.18,M,62,96.36,1.87,27.60,,,,,,,,,,,,,,,
39.87,F,24,99.01,1.73,33.13,,,,,,,,,,,,,,,
42.72,F,55,89.15,1.74,29.56,,,,,,,,,,,,,,,
40.87,F,33,107.56,1.83,32.24,,,,,,,,,,,,,,,
41.08,F,39,89.13,1.69,31.26,,,,,,,,,,,,,,,
16.31,M,49,65.57,1.92,17.70,,,,,,,,,,,,,,,
42.35,F,47,93.70,1.74,30.78,,,,,,,,,,,,,,,
45.39,F,60,93.19,1.74,30.82,,,,,,,,,,,,,,,
19.13,M,30,75.33,1.78,23.69,,,,,,,,,,,,,,,
42.95,F,55,85.72,1.70,29.75,,,,,,,,,,,,,,,
16.61,M,23,78.76,1.85,22.93,,,,,,,,,,,,,,,
39.53,F,41,97.62,1.82,29.58,,,,,,,,,,,,,,,
37.35,F,18,101.88,1.78,32.18,,,,,,,,,,,,,,,
23.72,M,61,84.21,1.98,21.57,,,,,,,,,,,,,,,
32.00,F,34,65.00,1.62,24.65,,,,,,,,,,,,,,,
15.26,M,24,83.77,1.97,21.62,,,,,,,,,,,,,,,
15.73,M,43,57.17,1.76,18.36,,,,,,,,,,,,,,,
38.47,F,61,57.47,1.52,24.87,,,,,,,,,,,,,,,
40.82,F,63,58.00,1.48,26.44,,,,,,,,,,,,,,,
22.96,M,47,91.44,1.97,23.62,,,,,,,,,,,,,,,
41.03,F,57,92.29,1.82,27.77,,,,,,,,,,,,,,,
47.70,F,59,69.40,1.45,32.94,,,,,,,,,,,,,,,
43.40,F,35,82.26,1.56,33.96,,,,,,,,,,,,,,,
46.68,F,49,102.32,1.73,34.01,,,,,,,,,,,,,,,
27.54,M,61,83.79,1.84,24.76,,,,,,,,,,,,,,,
25.95,M,28,103.51,1.86,29.76,,,,,,,,,,,,,,,
44.05,F,42,66.71,1.42,33.16,,,,,,,,,,,,,,,
43.16,F,48,99.91,1.79,31.26,,,,,,,,,,,,,,,
18.65,M,29,78.34,1.83,23.48,,,,,,,,,,,,,,,
33.45,F,65,66.45,1.83,19.92,,,,,,,,,,,,,,,
34.83,F,55,73.45,1.79,22.98,,,,,,,,,,,,,,,
36.25,F,62,71.64,1.77,22.83,,,,,,,,,,,,,,,
16.31,M,26,64.34,1.71,22.11,,,,,,,,,,,,,,,
24.60,M,29,101.63,1.89,28.44,,,,,,,,,,,,,,,
27.44,F,52,53.28,1.75,17.40,,,,,,,,,,,,,,,
37.98,F,40,68.50,1.55,28.48,,,,,,,,,,,,,,,
35.36,M,54,100.22,1.75,32.62,,,,,,,,,,,,,,,
27.90,M,29,90.62,1.70,31.19,,,,,,,,,,,,,,,
26.08,F,31,53.44,1.62,20.29,,,,,,,,,,,,,,,
31.79,M,32,102.58,1.74,33.86,,,,,,,,,,,,,,,
14.17,M,44,61.12,1.90,16.87,,,,,,,,,,,,,,,
47.81,F,54,83.30,1.57,33.99,,,,,,,,,,,,,,,
42.65,F,51,91.56,1.74,30.26,,,,,,,,,,,,,,,
7.04,M,20,56.19,1.90,15.54,,,,,,,,,,,,,,,
21.53,M,57,79.33,1.97,20.52,,,,,,,,,,,,,,,
17.60,M,56,57.84,1.82,17.43,,,,,,,,,,,,,,,
17.24,M,24,84.40,1.90,23.26,,,,,,,,,,,,,,,
13.40,M,21,64.60,1.77,20.64,,,,,,,,,,,,,,,
48.23,F,61,104.88,1.78,33.00,,,,,,,,,,,,,,,
41.47,F,53,78.12,1.64,28.90,,,,,,,,,,,,,,,
40.60,F,36,90.06,1.69,31.44,,,,,,,,,,,,,,,
36.82,M,55,105.94,1.77,33.64,,,,,,,,,,,,,,,
25.10,M,51,79.45,1.80,24.64,,,,,,,,,,,,,,,
18.61,M,51,70.36,1.91,19.23,,,,,,,,,,,,,,,
46.69,F,57,95.54,1.72,32.48,,,,,,,,,,,,,,,
32.75,F,41,70.84,1.72,23.93,,,,,,,,,,,,,,,
30.94,M,55,98.90,1.86,28.74,,,,,,,,,,,,,,,
13.73,M,53,57.88,1.98,14.79,,,,,,,,,,,,,,,
34.78,F,34,67.63,1.58,26.97,,,,,,,,,,,,,,,
25.22,F,23,56.74,1.64,21.11,,,,,,,,,,,,,,,
21.95,F,26,54.35,1.75,17.81,,,,,,,,,,,,,,,
34.22,F,29,89.40,1.80,27.46,,,,,,,,,,,,,,,
45.47,F,55,87.51,1.66,31.85,,,,,,,,,,,,,,,
41.23,F,35,72.61,1.50,32.15,,,,,,,,,,,,,,,
32.95,F,60,55.00,1.64,20.45,,,,,,,,,,,,,,,
25.78,M,44,78.41,1.72,26.55,,,,,,,,,,,,,,,
19.15,M,50,71.21,1.89,19.88,,,,,,,,,,,,,,,
36.29,F,24,68.41,1.51,30.14,,,,,,,,,,,,,,,
20.64,M,31,91.91,1.93,24.76,,,,,,,,,,,,,,,
34.64,F,25,79.35,1.67,28.58,,,,,,,,,,,,,,,
36.25,F,39,79.92,1.71,27.23,,,,,,,,,,,,,,,
24.50,M,46,92.51,1.92,25.10,,,,,,,,,,,,,,,
11.90,M,20,67.13,1.85,19.59,,,,,,,,,,,,,,,
23.57,M,63,73.05,1.86,21.06,,,,,,,,,,,,,,,
40.03,F,56,81.47,1.73,27.13,,,,,,,,,,,,,,,
20.22,M,47,82.95,1.97,21.34,,,,,,,,,,,,,,,
26.35,M,29,105.59,1.88,29.90,,,,,,,,,,,,,,,
31.37,F,20,64.77,1.55,26.81,,,,,,,,,,,,,,,
44.11,F,51,91.81,1.71,31.49,,,,,,,,,,,,,,,
30.76,F,32,75.94,1.78,24.00,,,,,,,,,,,,,,,
12.01,M,26,58.05,1.77,18.52,,,,,,,,,,,,,,,
45.92,F,52,98.45,1.73,32.80,,,,,,,,,,,,,,,
43.35,F,54,79.01,1.62,30.28,,,,,,,,,,,,,,,
30.94,M,27,105.35,1.76,34.11,,,,,,,,,,,,,,,
46.16,F,52,93.07,1.68,33.00,,,,,,,,,,,,,,,
11.54,M,31,62.05,1.90,17.17,,,,,,,,,,,,,,,
20.23,M,65,60.31,1.84,17.90,,,,,,,,,,,,,,,
29.70,F,53,52.85,1.66,19.09,,,,,,,,,,,,,,,
17.31,M,63,52.72,1.82,15.85,,,,,,,,,,,,,,,
29.13,M,30,105.93,1.82,32.02,,,,,,,,,,,,,,,
36.94,M,65,93.40,1.71,31.83,,,,,,,,,,,,,,,
17.72,M,30,79.91,1.88,22.52,,,,,,,,,,,,,,,
28.40,M,64,82.98,1.83,24.90,,,,,,,,,,,,,,,
47.71,F,63,98.91,1.75,32.18,,,,,,,,,,,,,,,
15.97,M,33,70.67,1.86,20.49,,,,,,,,,,,,,,,
47.30,F,49,100.24,1.70,34.52,,,,,,,,,,,,,,,
45.41,F,55,73.04,1.52,31.80,,,,,,,,,,,,,,,
38.96,F,21,109.74,1.83,32.94,,,,,,,,,,,,,,,
19.99,M,50,78.39,1.95,20.58,,,,,,,,,,,,,,,
15.52,M,49,61.40,1.90,17.04,,,,,,,,,,,,,,,
25.16,M,32,87.10,1.75,28.33,,,,,,,,,,,,,,,
42.52,F,61,60.64,1.47,28.24,,,,,,,,,,,,,,,
30.30,M,63,100.71,1.94,26.67,,,,,,,,,,,,,,,
44.38,F,47,90.41,1.67,32.47,,,,,,,,,,,,,,,
31.77,F,50,59.56,1.67,21.39,,,,,,,,,,,,,,,
43.84,F,34,92.49,1.64,34.51,,,,,,,,,,,,,,,
16.44,M,26,76.41,1.85,22.22,,,,,,,,,,,,,,,
23.23,M,41,96.32,1.96,25.00,,,,,,,,,,,,,,,
43.36,F,53,101.36,1.82,30.47,,,,,,,,,,,,,,,
28.11,F,23,65.95,1.67,23.52,,,,,,,,,,,,,,,
19.87,M,26,97.84,1.98,25.07,,,,,,,,,,,,,,,
28.23,F,28,66.96,1.72,22.66,,,,,,,,,,,,,,,
17.23,M,55,62.37,1.90,17.32,,,,,,,,,,,,,,,
41.46,F,40,96.37,1.75,31.38,,,,,,,,,,,,,,,
17.06,M,34,66.03,1.76,21.20,,,,,,,,,,,,,,,
29.85,M,58,97.38,1.89,27.26,,,,,,,,,,,,,,,
